title,label,color,labeled_places_22_02_pid,labeled_places_22_02_place_id
Мариинский  театр,32,#b035d8,6891108,6891108
РГПУ им. А. И. Герцена,24,#dc262a,12321043,12321043
"РГПУ им. А.И.Герцена, Институт экономики и управления",24,#dc262a,10710405,10710405
O'HOOLIGANS,24,#dc262a,5742210,5742210
Ресторан terrassa,47,#d7eb66,2282217,2282217
Петропавловская крепость 7 Санкт-Петербург,57,#8975e4,18746043,18746043
Gloss cafe,24,#dc262a,5379359,5379359
Казанский кафедральный собор. Санкт-Петербург. Россия,24,#dc262a,15679739,15679739
"Невский проспект 25, Казанский собор",24,#dc262a,12360788,12360788
Казанский Собор / The Kazan Cathedral,24,#dc262a,8806236,8806236
Марчелли's restaurant,24,#dc262a,6667405,6667405
Невский пр. 21 Марчеллис,24,#dc262a,9276170,9276170
Кофенная гамма,24,#dc262a,6604817,6604817
Казанский сквер,65,#52ca26,10278421,10278421
Невский проспект Санкт-Петербург Санкт-Петербург Россия 191186,24,#dc262a,5536270,5536270
Большая Конюшенная 25,24,#dc262a,8494843,8494843
Две палочки,24,#dc262a,8881,8881
Oholigan,24,#dc262a,6426583,6426583
O'hooligans конюшенная 14,24,#dc262a,11617323,11617323
Golden Triangle Hotel,24,#dc262a,51898,51898
Пышечная,24,#dc262a,7630,7630
ресторан Катюша Ginza,42,#9c1ef0,12318568,12318568
Набережная мойки 20,24,#dc262a,13059974,13059974
Казанский собор,24,#dc262a,5929616,5929616
"арт-кафе ""Подвал Бродячей Собаки""",24,#dc262a,10914176,10914176
Укроп Лето,24,#dc262a,7954918,7954918
Собор Казанской иконы Божией Матери (Казанский собор) / The Kazan Cathedral,3,#d375d4,5393566,5393566
"""Namaste"" Indian restaurant, souvenir shop",24,#dc262a,11837589,11837589
Дом Зингера,24,#dc262a,213784,213784
Баскин Роббинс,24,#dc262a,5915,5915
Набережная канала Грибоедова,24,#dc262a,5563427,5563427
Думская 5,24,#dc262a,7083088,7083088
канал грибоедова и невский проспект,63,#54dc83,14850279,14850279
"Невский пр., 28 Дом Зингера",56,#6ccacd,14654022,14654022
Невский пр. Спас на Крови,18,#eab589,14853194,14853194
Малый зал филармонии,24,#dc262a,7022668,7022668
Малая Конюшенная 10,24,#dc262a,16221924,16221924
Солянной пер.4,51,#70de7d,11917579,11917579
Арка главного штаба,24,#dc262a,7014593,7014593
У Эрмитажа,24,#dc262a,53825,53825
Театр Эстрады им. Аркадия Райкина,24,#dc262a,1789366,1789366
"Hamlet&amp;Jack",24,#dc262a,13546819,13546819
Ораниенбаум Ломоносов,24,#dc262a,12232450,12232450
Длт,24,#dc262a,5333136,5333136
Бизнес Центр Северная столица,24,#dc262a,6468922,6468922
PARK BY OSIPCHUK,24,#dc262a,10437970,10437970
Музей восковых фигур,24,#dc262a,6041859,6041859
Фотостудия Skypoint,24,#dc262a,5870671,5870671
Nevsky Hotel Grand,24,#dc262a,52007,52007
Саквояж для беременной шпионки,24,#dc262a,10355,10355
"Главный Штаб, Эрмитаж",24,#dc262a,5958935,5958935
Кофейня Happy,24,#dc262a,1817408,1817408
здание арки главного штаба,24,#dc262a,6870845,6870845
Большая конюшенная 19/8,24,#dc262a,7307690,7307690
Чайная хижина,24,#dc262a,4978,4978
Kempinski hotel moika22,24,#dc262a,6901998,6901998
Большая конюшенная 8,24,#dc262a,6314155,6314155
Капелла,24,#dc262a,6370429,6370429
"Кулинарная студия ""Шеф-Повар""",24,#dc262a,4184592,4184592
большая конюшенная 17 Саквояж беременной шпионки,24,#dc262a,11767169,11767169
Surf Coffee St. Petersburg,24,#dc262a,12516331,12516331
Малая Конюшенная ул. Санкт-Петербург,24,#dc262a,9709067,9709067
"Международный медицинский центр "" СОГАЗ""",24,#dc262a,5499352,5499352
Санкт-Петербургская Государственная Капелла,24,#dc262a,8783507,8783507
Mama Roma,24,#dc262a,9314,9314
Комитет по физ.культуре и спорту,24,#dc262a,6769268,6769268
Атланты,24,#dc262a,8113146,8113146
Шведский переулок,24,#dc262a,15779480,15779480
НЭП,24,#dc262a,6092,6092
Pushka Inn,24,#dc262a,3232,3232
Nevsky,24,#dc262a,52001,52001
Ресторан Ять,24,#dc262a,6509913,6509913
Набережная реки мойка 12,24,#dc262a,7016915,7016915
Mollies's Irish Pyb,24,#dc262a,6496385,6496385
Civil на Конюшенной,24,#dc262a,18672986,18672986
Bulthaup Design Gallery,24,#dc262a,6470797,6470797
Barcelona bar,24,#dc262a,5652554,5652554
Наб. Реки мойки 8,24,#dc262a,16971023,16971023
наб.р. Мойки 25,24,#dc262a,8641504,8641504
Милионная улица,24,#dc262a,14921377,14921377
"Смольнинское пароходство, причал Мойка 23",24,#dc262a,9490897,9490897
Кафе-бар Чайки,24,#dc262a,5810752,5810752
Казанская площадь 3,24,#dc262a,11784493,11784493
Da Albertone,24,#dc262a,3221,3221
Кофейня Дабл Би,24,#dc262a,7498239,7498239
Jamie'e italian,24,#dc262a,6199308,6199308
1001 ночь,24,#dc262a,6236,6236
Van Gogh Alive SPb,24,#dc262a,8808293,8808293
Выставка Van Gogh Alive SPb,24,#dc262a,8645711,8645711
barbaresko,24,#dc262a,8380110,8380110
"Дворцовая набережная, Санкт-Петербург",24,#dc262a,12099179,12099179
Набережная,24,#dc262a,5703691,5703691
"Ресторан ""Штакеншнайдер""",24,#dc262a,12554154,12554154
Миллионная 19,24,#dc262a,13134920,13134920
Г санкт петербург ул миллионная,24,#dc262a,6918222,6918222
Институт восточных рукописей,24,#dc262a,10312043,10312043
"Санкт-Петербург, река Нева, Дворцовая набережная",24,#dc262a,18241486,18241486
Heisenberg,24,#dc262a,7335887,7335887
Екатерина отель,24,#dc262a,14650087,14650087
Ресторан LEGRAN,24,#dc262a,3173407,3173407
Ermitage Hotel (Эрмитаж Отель),24,#dc262a,51874,51874
Дворцовая набережная 10,24,#dc262a,8909195,8909195
Мраморный дворец,24,#dc262a,171904,171904
СПбГИК,24,#dc262a,9957438,9957438
"Петропавловская крепость, Заячий остров, Санкт-Петербург,Россия",24,#dc262a,8907569,8907569
"Петропавловская крепость, Санкт-Петербург",7,#e97439,10863937,10863937
"Алые паруса cafe &amp; terrace",7,#e97439,5909654,5909654
Российская Академия Правосудия,36,#86ee2c,9133818,9133818
Суши-бар «Восток-Запад»,7,#e97439,6276,6276
кронверский проспект 1,49,#73c897,6833819,6833819
Музей Политической Истории России,36,#86ee2c,6954661,6954661
"Учебный центр ""Базис""",36,#86ee2c,9087274,9087274
"Санкт-Петербург , Соборная Мечеть",36,#86ee2c,8494548,8494548
gorkovskaya,36,#86ee2c,11784587,11784587
Особняк Кшесинской,20,#66d743,15751425,15751425
Троицкий мост,36,#86ee2c,2059,2059
ГОРЬКNЙ Pub,36,#86ee2c,8268967,8268967
"Пряности&amp;Радости",36,#86ee2c,8097702,8097702
Большая Посадская ул. 10.,36,#86ee2c,14500912,14500912
ЗАГС Петроградского района,36,#86ee2c,7213627,7213627
"Фитнес - клуб СКА, Санкт-Петербург",36,#86ee2c,1171036,1171036
"Малая Монетная, 2а МТС",36,#86ee2c,8858010,8858010
"Факультет коррекционной педагогики Малая Посадская, 26",36,#86ee2c,8210369,8210369
Школа 80,36,#86ee2c,5392361,5392361
ПТК метро горьковская александровский парк,36,#86ee2c,11791721,11791721
Улица Большая Посадская 9/5,36,#86ee2c,8138647,8138647
Дивенская 5,36,#86ee2c,7186041,7186041
KeratinPro,36,#86ee2c,13874519,13874519
Певческий переулок 12,36,#86ee2c,11901819,11901819
Ул. Большая Монетная,36,#86ee2c,16371782,16371782
Больница НИИ Первый мед,36,#86ee2c,6255263,6255263
Триколор ТВ,36,#86ee2c,5834706,5834706
Лукоморье,36,#86ee2c,2912,2912
Рентгена 9,36,#86ee2c,11198893,11198893
Театр Лицедеи,36,#86ee2c,17989652,17989652
ПСПбГМУ им. акад. И.П.Павлова - ИСО,36,#86ee2c,6910523,6910523
ПСПбГМУ им. академика И. П. Павлова V курс [520],61,#1f90d6,6329989,6329989
Первый санкт-петербургский государственнй медицинский университет имени Павлова,36,#86ee2c,12213028,12213028
Петроградец,36,#86ee2c,8890060,8890060
Первый Мед СПб,36,#86ee2c,10476858,10476858
Бассейн дома физической культуры Петроградец,36,#86ee2c,176500,176500
"ул. Большая Монетная, 30",36,#86ee2c,14217724,14217724
First Pavlov State Medical University,61,#1f90d6,12243757,12243757
"Ботанический сад, ул. Профессора Попова, д. 2",61,#1f90d6,13100901,13100901
Ботанический сад петра великого,61,#1f90d6,11792080,11792080
Ботанический сад Петра Великого????,43,#ee6e88,18852530,18852530
Sportlife аптекарский 16,61,#1f90d6,6496239,6496239
Ресторан Ginza,61,#1f90d6,2282658,2282658
ЛЭТИ,61,#1f90d6,5549966,5549966
Big Wine Freaks,61,#1f90d6,9740995,9740995
Backstage CrossFit,61,#1f90d6,17147939,17147939
Аптекарская наб 12,61,#1f90d6,7882299,7882299
БЦ Кантемировский,61,#1f90d6,11827224,11827224
"г. Санкт-Петербург, Аптекарский проспект 13",61,#1f90d6,9567723,9567723
Кантемировский мост,61,#1f90d6,5448330,5448330
Акватория,61,#1f90d6,5608613,5608613
бц акватория,61,#1f90d6,7481875,7481875
Выборгская наб 61,61,#1f90d6,11440816,11440816
Высшая школа экономики,61,#1f90d6,11972063,11972063
"""Петрохим-технология""",61,#1f90d6,6928340,6928340
Кантемировская улица,61,#1f90d6,5670548,5670548
Caffe italia karting,61,#1f90d6,15322673,15322673
"БЦ ""Авантаж""",61,#1f90d6,13019259,13019259
"Традиция | Банкетный зал, выпускной, корпоратив",61,#1f90d6,9067429,9067429
Земледельческая улица дом 5,61,#1f90d6,8433316,8433316
Сердобольская улица д. 7 к.2,61,#1f90d6,9023049,9023049
Soulmate Place Photostudio,61,#1f90d6,15932645,15932645
Ланское 69,12,#242ddb,9721198,9721198
Евразия,12,#242ddb,9900,9900
Энгельса 22,4,#e6c51f,11978265,11978265
Энгельса 27  Ресторан Italy,4,#e6c51f,15271926,15271926
Ресторан «Шурпа»,4,#e6c51f,2282455,2282455
Piggy in paradise,4,#e6c51f,7671570,7671570
Гранд каньон айс,4,#e6c51f,6731218,6731218
Italy Север,4,#e6c51f,14792395,14792395
Fitness House Basic,4,#e6c51f,6092510,6092510
просп.энгельса,4,#e6c51f,7653709,7653709
Ярославский проспект 14,4,#e6c51f,14701698,14701698
"Гранд кафе ""Ажур""",4,#e6c51f,7326493,7326493
"Абхазия, Гагра",4,#e6c51f,18312508,18312508
"стоматологическая клиника ""Райден""",4,#e6c51f,6953000,6953000
Кофе Хауз,4,#e6c51f,2292,2292
Церковь Дмитрия Солунского в Коломягах,27,#68d5d2,11546887,11546887
"Санкт- петербург, Проспект энгельса, 63",4,#e6c51f,5342571,5342571
Дом где живет счастье?,4,#e6c51f,7110716,7110716
Рашетова,4,#e6c51f,6967851,6967851
Жилой комплекс «Живой родник»,4,#e6c51f,5582105,5582105
Олимп велотрек,4,#e6c51f,15700672,15700672
Клиника доктора Куприна,40,#cb8e2b,12765193,12765193
Ягодная поляна,4,#e6c51f,5898197,5898197
Krestovski Island,60,#d53e8c,12768431,12768431
Ресторан Поляна,4,#e6c51f,7485542,7485542
Проспект тореза 95,4,#e6c51f,6458664,6458664
Метро Удельная,4,#e6c51f,11593274,11593274
Больница Святого Георгия,4,#e6c51f,6358869,6358869
Есенина дом 1 кор 1,21,#ee8660,9695942,9695942
ВелоДрайв,4,#e6c51f,4918297,4918297
Северный 6k1,4,#e6c51f,8572606,8572606
Северный проспект дом 6,4,#e6c51f,8182913,8182913
Озерки,40,#cb8e2b,6171106,6171106
McDonald`s,4,#e6c51f,8541,8541
Сикейроса 7,4,#e6c51f,8732413,8732413
Фитнес клуб Легенда,4,#e6c51f,13932736,13932736
ст метро озерки кафе чайникофф,4,#e6c51f,10753743,10753743
"Выборг, Башня Святого Олафа",4,#e6c51f,16669999,16669999
Пиворама Озерки,4,#e6c51f,6933771,6933771
"«Мираж Синема», Озерки",4,#e6c51f,6895759,6895759
Хаус бар,4,#e6c51f,6443183,6443183
"Рыбный ресторан ""Клёво""",4,#e6c51f,13482192,13482192
Две палочки,4,#e6c51f,8881,8881
Гимназия 61,21,#ee8660,7778814,7778814
Пр.Луначарского,40,#cb8e2b,11298464,11298464
Кальянная в СПб - Hookah Village || Lounge cafe,4,#e6c51f,9086447,9086447
Луначарского 7,4,#e6c51f,5895997,5895997
Pasta-Grappa,21,#ee8660,10945,10945
Проспект Луначарского 40,21,#ee8660,12855848,12855848
Школа 463,21,#ee8660,10682513,10682513
"Асафьева 6,кор 2.м.Просвещения.",40,#cb8e2b,13434348,13434348
Хошимина 11/3,40,#cb8e2b,13264740,13264740
Хошимина,40,#cb8e2b,5876530,5876530
Maza Park на хошимина,40,#cb8e2b,12766741,12766741
"Открытие нового центра Maza Park! Хошимина, 14а",40,#cb8e2b,12249268,12249268
Хошимина д.11 к.1,21,#ee8660,11436943,11436943
"хошимина,13",21,#ee8660,9083414,9083414
"Проспект Просвещения,30",21,#ee8660,7372510,7372510
Жилой комплекс YES,21,#ee8660,8805636,8805636
Апарт-отель YE'S,40,#cb8e2b,11897646,11897646
Проспект просвещения 22 к 2,40,#cb8e2b,7322015,7322015
Просвещения 24/2,40,#cb8e2b,6392124,6392124
шуваловский парк церковь петра и павла,40,#cb8e2b,16173066,16173066
Педагогический колледж 4,49,#73c897,16007516,16007516
ул. симонова д.12 корпус9,40,#cb8e2b,11920420,11920420
Пулково-1 Новый терминал,54,#ef37c1,8839950,8839950
"ЖК ""Паркола""",48,#9edf6b,4488470,4488470
Старожиловская,48,#9edf6b,12119649,12119649
Пулковское шоссе 48,54,#ef37c1,16960769,16960769
санкт петербург пулковское шоссе 36,1,#5442c8,14333320,14333320
Московский район,1,#5442c8,12869921,12869921
Пулковский пасад,1,#5442c8,5994841,5994841
Пулковский Посад,1,#5442c8,7257885,7257885
"Санкт-Петербург, Пулковский парк",1,#5442c8,18034288,18034288
Триумф-Парк,1,#5442c8,12544159,12544159
Дунайский проспект 5,1,#5442c8,13722102,13722102
"Дунайский пр. 14 корп.1 ""VIVA""",1,#5442c8,12976208,12976208
московское шоссе 10,1,#5442c8,16794786,16794786
Московское шоссе д6,1,#5442c8,7810399,7810399
"Ленсовета 43, к3",1,#5442c8,6254546,6254546
улица Ленсовета 23,1,#5442c8,9436440,9436440
"Санкт-Петербург, ул. Ленсовета, 29",1,#5442c8,11231533,11231533
Алтайская 18,1,#5442c8,8692998,8692998
"Паб ""Марко Поло""",1,#5442c8,6527247,6527247
"ул. Типанова, 7",1,#5442c8,7335621,7335621
"Московский пр., д. 212, лит. А ""Петербургская Недвижимость""",1,#5442c8,9811782,9811782
"Теннисный клуб ""Волна""",50,#72d665,9075864,9075864
Ксе волна,50,#72d665,7933512,7933512
ГУАП  Гастелло,50,#72d665,7696308,7696308
Церковь рождества Святого Иоана Предтечи,50,#72d665,9081604,9081604
невские берега,50,#72d665,6086477,6086477
Фрунзе,50,#72d665,8047934,8047934
Бассейная 53,50,#72d665,9775197,9775197
Парк Победы парк,50,#72d665,9106748,9106748
Парк победы,50,#72d665,6325184,6325184
Парк победы г.Санкт-Петербург,50,#72d665,6321655,6321655
Свеаборгская 12 Парк Победы,50,#72d665,12571261,12571261
Санкт петербург благодатная 34,50,#72d665,6599004,6599004
Благодатная ул. 36,50,#72d665,5587546,5587546
Хостел Искра,50,#72d665,7882238,7882238
Hobbiton,50,#72d665,7160054,7160054
"Петрозаводск, республика Карелия",50,#72d665,11108047,11108047
"Клуб ""Комета"" в Московском районе",50,#72d665,3490566,3490566
"? ? ? Отель ""Турист"" СПб ???",50,#72d665,1230496,1230496
Московский пр 159 ДельМар,50,#72d665,14693789,14693789
Новорощинская 4,37,#65cfdd,6812137,6812137
Sportlife цветочный,37,#65cfdd,6207001,6207001
Бизнес Парк,37,#65cfdd,8461960,8461960
SL Цветочный,37,#65cfdd,10152506,10152506
Улица цветочная 25а бц мануфактура,37,#65cfdd,8249987,8249987
Свадебные платья,37,#65cfdd,1791911,1791911
Пони экспресс,37,#65cfdd,8035658,8035658
Гранд Макет Россия,37,#65cfdd,2659551,2659551
"Санкт петербург, Цветочная улица",37,#65cfdd,9953799,9953799
DC TUNING | АВТОВИНИЛ,37,#65cfdd,5650676,5650676
"Санкт-Петербург, Московский пр-т 111",37,#65cfdd,12292048,12292048
мега парк ?,37,#65cfdd,11192110,11192110
Ремонт УАЗ автосервис Сп-б UAZ speed service,37,#65cfdd,15857859,15857859
"Музей ""Гранд Макет Россия""",37,#65cfdd,17530032,17530032
S.T.I DENT,37,#65cfdd,2872582,2872582
Лиговский пр.266,37,#65cfdd,6005099,6005099
ROUTE 148 /КРУГЛОСУТОЧНО/,37,#65cfdd,7756112,7756112
Екатеринговский парк,6,#e9e934,11977188,11977188
киевская улица санкт петербург,6,#e9e934,15720257,15720257
Ст.М.Фрунзенская,6,#e9e934,10371187,10371187
Акцент,6,#e9e934,52186,52186
Киевская 28,6,#e9e934,15719512,15719512
"Продовольственный Холдинг ""Биржа""",6,#e9e934,5556466,5556466
38 отдел полиции,6,#e9e934,8740723,8740723
Школа бокса #1,6,#e9e934,8107278,8107278
"КЛУБ ""БАШНИ""",6,#e9e934,5647114,5647114
Верейская улица,6,#e9e934,16190164,16190164
АВТОШТАДТ – официальный дилер Volkswagen в СПб,6,#e9e934,3137385,3137385
FIGHT FABRIKA,23,#bb73e4,11955439,11955439
"Парк Победы (Поклонная гора) / Victory Park Кутузовский просп., Москва",6,#e9e934,12842833,12842833
НАРАЩИВАНИЕ РЕСНИЦ СПБ,6,#e9e934,4045799,4045799
"Можайская ул., 31",6,#e9e934,8379133,8379133
Ня Чанг,6,#e9e934,7195,7195
Космонавт,6,#e9e934,11916122,11916122
Семёновский округ,6,#e9e934,4991432,4991432
Витебский вокзал,41,#e45e64,13231,13231
"Витебский вокзал, Санкт-Петербург",41,#e45e64,12198490,12198490
McDonald`s,41,#e45e64,8541,8541
Введенская больница,41,#e45e64,11463275,11463275
Большой Казачий переулок 11,41,#e45e64,5462731,5462731
На Гороховой,41,#e45e64,7535,7535
Большой казачий 5,41,#e45e64,9473688,9473688
Гороховая 67,41,#e45e64,5732615,5732615
Наб. Реки Фонтанки 92,41,#e45e64,15730736,15730736
Русская чарка,41,#e45e64,9254,9254
"гороховая 62, магазин Cipo&amp;Baxx",41,#e45e64,19241063,19241063
Санкт-Петербург Центральный район,41,#e45e64,18226640,18226640
Восточный уголок,41,#e45e64,7931,7931
семеновский мост,3,#d375d4,18167578,18167578
Санкт-Петербург Гороховая улица,3,#d375d4,7370305,7370305
Набережная реки фонтанки 90,41,#e45e64,5589875,5589875
Кухня,41,#e45e64,10092,10092
"Санкт-Петербург, Поцелуев мост",41,#e45e64,7395111,7395111
Тан Жен,3,#d375d4,5803528,5803528
"YUPPI-SHOP: АНТОЦИАНИН ? ANTHOCYANIN, SQUISHY",3,#d375d4,2805836,2805836
Набередная реки фонтаки 71,41,#e45e64,11406794,11406794
Ул.Гороховая 57,3,#d375d4,5933130,5933130
ЛОККиИ,3,#d375d4,8016710,8016710
Интерфакс,3,#d375d4,8352502,8352502
Астерия,41,#e45e64,52264,52264
"Санкт-Петербург,ул.1 красноармейская",6,#e9e934,15920281,15920281
Кемер,41,#e45e64,8880242,8880242
Bier Konig,3,#d375d4,6267,6267
Апраксин переулок,3,#d375d4,16056914,16056914
БДТ им. Товстоногова,41,#e45e64,12933505,12933505
Набережная реки фонтанки 67,41,#e45e64,9082839,9082839
Вкус есть,41,#e45e64,8403971,8403971
Фонтанки Реки Набережная 84,41,#e45e64,9828693,9828693
Хостел в Санкт-Петербурге ? Питере ? СПб,41,#e45e64,8727110,8727110
Садовая 32/1,3,#d375d4,13855516,13855516
Wave burgers,3,#d375d4,11696728,11696728
Наб. реки Фонтанки 80,41,#e45e64,8733589,8733589
Набережная реки фонтанки 59,41,#e45e64,9042678,9042678
"Санкт Петербург Невский проспект,21",3,#d375d4,13743537,13743537
MONEY HONEY rock nroll club   concert hall,3,#d375d4,5095145,5095145
Детский Размер - детская одежда оптом,41,#e45e64,8284172,8284172
"Money Honey Club. P.O.X.&amp;VERTS",3,#d375d4,828388,828388
Санкт-петербургский экономический университет,3,#d375d4,10263121,10263121
St. Petersburg State University of Economics,3,#d375d4,18550182,18550182
City style улица Садовая 28/30,30,#855ae8,8103850,8103850
"Санкт-Петербург, РФ",24,#dc262a,13262509,13262509
LOMONOSOV bar,24,#dc262a,5930407,5930407
soul kitchen,24,#dc262a,6846251,6846251
Central Station,24,#dc262a,5861643,5861643
LEICA | cafe-bar,3,#d375d4,2259287,2259287
stony islang hotel,57,#8975e4,10128153,10128153
Бар Руки Вверх,3,#d375d4,10918113,10918113
Садовая 26,41,#e45e64,7951730,7951730
Банковский мост,3,#d375d4,5395675,5395675
Санкт петербург улица ломоносова дом 1,41,#e45e64,16856544,16856544
"ул. Ломоносова, 1, Санкт-Петербург",23,#bb73e4,14843201,14843201
Brooklyn local,3,#d375d4,5830806,5830806
Фидель,24,#dc262a,737,737
Арт центр Перинные ряды,24,#dc262a,5783127,5783127
VinoStudia,41,#e45e64,5895022,5895022
Монопод  селфи палка TEAM-3D PRO,24,#dc262a,3610487,3610487
Music bar on,3,#d375d4,6272238,6272238
"""Свитер с оленями""",24,#dc262a,5810458,5810458
Санкт-Петербург Канал Грибоедова,24,#dc262a,14581956,14581956
Fidel bar Думская,39,#75d098,15020411,15020411
Канал Грибоедова 22,54,#ef37c1,9424794,9424794
Набережная реки фантанки,24,#dc262a,6190474,6190474
Толстый фраер,24,#dc262a,6030,6030
Кофейная Гамма,24,#dc262a,5378139,5378139
Санкт- Перетбург Невский проспект,18,#eab589,10289292,10289292
Rock-Pab,24,#dc262a,7358086,7358086
Большой Гостиный Двор (Bolshoy Gostiny Dvor),0,#66c2a5,5247014,5247014
"CLUB "" ESTRADA""",0,#66c2a5,1243467,1243467
Calzedonia,0,#66c2a5,5667578,5667578
Армянская церковь,0,#66c2a5,7013034,7013034
Coffee House,24,#dc262a,7744612,7744612
Джаз бар дом 7,24,#dc262a,6743601,6743601
Марсово поле.,24,#dc262a,15092222,15092222
Фрикадельки,24,#dc262a,3413,3413
Богартс,24,#dc262a,8511,8511
"Санкт-Петербург, Крестовский остров, Парк Диво Остров",24,#dc262a,16176646,16176646
наб.канал Грибоедова 15,24,#dc262a,17511910,17511910
Музей Эмоций,24,#dc262a,15381193,15381193
Итальянская улица,0,#66c2a5,7544848,7544848
Арт кафе Бродячая собака,24,#dc262a,5732803,5732803
Шатер,24,#dc262a,5704,5704
Спаса на крови,24,#dc262a,8391791,8391791
"Ресторан ""Шатер"", Санкт-Петербург",24,#dc262a,12479145,12479145
MOD club,24,#dc262a,5687816,5687816
"Дом 7,набережная канала грибоедова",24,#dc262a,7881494,7881494
"Невский проспект, набережная канала грибоедова, д. 9",38,#75d098,7322837,7322837
"Михайловский театр, Санкт-Петербург",24,#dc262a,13126187,13126187
Михайловский  театр,0,#66c2a5,10616879,10616879
Государственный Русский музей,24,#dc262a,5752298,5752298
"Филармония им. Шостаковича, Большой зал",0,#66c2a5,5527748,5527748
Санкт-Петербургская Академическая Филармония имени Д.Д. Шостаковича,0,#66c2a5,7195110,7195110
Большой зал филармонии им. Д.Д.Шостаковича,24,#dc262a,7978680,7978680
Театр Музкомедии,0,#66c2a5,6143998,6143998
"St.Peterburg,Belmond Grand Hotel Europe",0,#66c2a5,17972872,17972872
Summer garden,0,#66c2a5,10033435,10033435
Акакао,24,#dc262a,204,204
Barakobamabar,31,#2be462,5702706,5702706
Санкт-Петербург,24,#dc262a,5432,5432
James Cook,24,#dc262a,7073,7073
Архивъ Зингеръ,24,#dc262a,18009975,18009975
Спас на крови,24,#dc262a,5390822,5390822
St. Peterburg Spas na krovi,49,#73c897,11478918,11478918
Храм Спаса на крови,24,#dc262a,6838092,6838092
"Казанский собор, г. Санкт-Петербург",38,#75d098,18473414,18473414
Спаса на,24,#dc262a,8499345,8499345
михайловски сад,0,#66c2a5,8739451,8739451
Михайсовский сад,24,#dc262a,6648331,6648331
"Михайловский сад, Санкт-Петербург",41,#e45e64,15122452,15122452
Китайская грамота,24,#dc262a,18399024,18399024
PMI Bar,24,#dc262a,5568894,5568894
Парк Джузеппе,24,#dc262a,8873518,8873518
Тройной мост,24,#dc262a,15894649,15894649
"Ресторан ""Гастроном""",24,#dc262a,9461841,9461841
Nevsky Hotel Moyka 5,24,#dc262a,52008,52008
Морошка для Пушкина,24,#dc262a,13375114,13375114
1ый Садовый мост,24,#dc262a,5921987,5921987
Санкт петербург марсовое поле,24,#dc262a,5450013,5450013
"Марсово Поле, СПб",24,#dc262a,15336744,15336744
"Марсово поле,Летний сад,Михайловский сад,Михайловский замок.Санкт-Петербург,наб. реки Мойки.",43,#ee6e88,15097420,15097420
Суворовская площадь,24,#dc262a,8368055,8368055
Набережная Лебяжьей канавки,24,#dc262a,11813456,11813456
Дворцовая набережная 2,24,#dc262a,11377338,11377338
Иссаакиевский собор,32,#b035d8,14922601,14922601
"Троицкая площадь, 3",36,#86ee2c,13473187,13473187
Благодать,36,#86ee2c,4800,4800
Крыша Кисы,36,#86ee2c,7746516,7746516
Домик Петра I,36,#86ee2c,8786576,8786576
Якитория,36,#86ee2c,3378,3378
"Студия красоты ""Мисс Евросиб""",36,#86ee2c,6949350,6949350
"Санкт-Перербург,дворцовая площадь",36,#86ee2c,8494745,8494745
Babjib,36,#86ee2c,8954345,8954345
Алесандровский парк,36,#86ee2c,9490771,9490771
"Санкт-Петербург, ул. Куйбышева",36,#86ee2c,12437778,12437778
Куйбышева 22,36,#86ee2c,13567270,13567270
"улица Куйбышева, д. 21",36,#86ee2c,7095826,7095826
Клиника красоты «Академия» Ирины Хрусталевой,36,#86ee2c,2524481,2524481
"СПб, Хостел LikeHome | на Горьковской",36,#86ee2c,8957926,8957926
Торты  на заказ СПБ,36,#86ee2c,17787586,17787586
"ЦНИИ ""Электроприбор""",36,#86ee2c,7768048,7768048
Tower,36,#86ee2c,2545,2545
Куйбышева 32,36,#86ee2c,8128618,8128618
"""Парадокс"":аппараты для маникюра,педикюра,фрезы",36,#86ee2c,1484660,1484660
Галерея SPB,36,#86ee2c,16504778,16504778
улица Мира д.31,36,#86ee2c,5456373,5456373
"Ул. Мира, 28",36,#86ee2c,8099307,8099307
"Васильевский Остров, 27 линия",36,#86ee2c,14793531,14793531
БЦ Атрио,36,#86ee2c,9911196,9911196
Фотостудия Bouton,36,#86ee2c,16471289,16471289
Чапаева 16,36,#86ee2c,7112536,7112536
"Стоматологическая клиника ""Дентикюр""",36,#86ee2c,13700437,13700437
Общежитие 3 ПСПбГМУ им. акад. И.П.Павлова,36,#86ee2c,6604634,6604634
"Расходка,Термоэтикетки,Риббон,Ярлыки,Бирки,СПб",36,#86ee2c,11093597,11093597
Рентгена 10,36,#86ee2c,8784382,8784382
"Петроградская набережная, 44",36,#86ee2c,9583680,9583680
Аптекарская наб 6,12,#242ddb,7997739,7997739
Puberty (Паберти),12,#242ddb,5528195,5528195
Пабберти,12,#242ddb,5764533,5764533
Выборгская набережная 47,12,#242ddb,7222808,7222808
Выборгская набережная,61,#1f90d6,8374240,8374240
Gregory's Palace,61,#1f90d6,6083937,6083937
Выборгская набережная 51,12,#242ddb,18670108,18670108
Выборгская набережная 55,61,#1f90d6,11639308,11639308
Выборгская набережная 57,61,#1f90d6,7142972,7142972
"Кантемировская д 7, колледж бодибилдинга и фитнеса им . Бена Вейдера",61,#1f90d6,10737748,10737748
Колледж бодибилдинга им. Бена Вейдера,65,#52ca26,6952807,6952807
ОАО Северная Заря,12,#242ddb,7267374,7267374
ул студенческая,12,#242ddb,7926342,7926342
ТК «Ланской» — Все для стильного дома,12,#242ddb,3517346,3517346
